"PlanetIdentifier","TypeFlag","PlanetaryMassJpt","RadiusJpt","PeriodDays","SemiMajorAxisAU","Eccentricity","PeriastronDeg","LongitudeDeg","AscendingNodeDeg","InclinationDeg","SurfaceTempK","AgeGyr","DiscoveryMethod","DiscoveryYear","LastUpdated","RightAscension","Declination","DistFromSunParsec","HostStarMassSlrMass","HostStarRadiusSlrRad","HostStarMetallicity","HostStarTempK","HostStarAgeGyr","ListsPlanetIsOn","Probability_of_life"
"Kepler-1104 b",0,-4.44203065034002,0.11,5.03728015,4.27442661064801,-0.0827301922292219,2.38792740815643,296.880842040084,-64.9028471386972,85.1572800774574,969.321397852341,1.98542107889739,"transit",2016,"16/05/10","19 37 52","+49 19 52",3158.33183839584,1.3,1.41,0.13,6417,6.37751393818109,"Confirmed planets",0
"Kepler-1105 b",0,11.1025635086923,0.179,4.42157218,-10.5268954122422,0.16060735527096,88.3192811263269,-11.6286883108197,293.389834935127,87.2738201303689,-269.325126183142,3.03022807172412,"transit",2016,"16/05/10","18 44 27","+42 27 18",-231.374382934975,0.71,0.68,0.28,4299,7.96781025235888,"Confirmed planets",0
"Kepler-1106 b",0,-9.43767959132751,0.147,1.25275217,-29.8072630170289,-0.351377000429688,255.933897580727,359.437789503997,15.4186357816956,93.0753149278869,1276.1696393425,0.787815355579529,"transit",2016,"16/05/10","19 24 35","+44 03 45",1300.51895891448,1.11,1.17,0,6104,8.61285472559068,"Confirmed planets",0
"Kepler-1107 b",0,16.2396612682913,0.12,0.57103852,10.9104394273042,0.416129640286133,9.44248015443398,385.291312370821,36.7227845764761,136.555582926571,1073.26095390324,0.725017334936859,"transit",2016,"16/05/10","19 24 12","+39 08 30",577.604086260346,0.86,0.82,0.01,5268,9.82164998711973,"Confirmed planets",0
"Kepler-1108 b",0,6.01365703444092,0.13,4.51005748,-10.6068955572298,-0.0583695601238323,208.665442046331,255.224864074007,72.2158201012749,86.9279851515148,1537.91514476004,1.02160939647853,"transit",2016,"16/05/10","19 44 10","+45 59 07",1133.83828389555,0.88,0.84,-0.09,5406,7.12902623154066,"Confirmed planets",0
"Kepler-1109 b",0,-4.73043956445534,0.195,37.6467384,-26.9355929211395,0.210513165535078,257.298566359854,91.4922291345469,186.524687715814,63.6138082951063,219.673839021673,0.632734285955188,"transit",2016,"16/05/10","19 26 35","+39 23 48",-2.80730467870569,1.05,1.06,0.04,5893,1.12609674860821,"Confirmed planets",0
"Kepler-111 b",0,-6.98588998545682,0.14399,3.341815,-30.5301645981422,-0.114021639320675,135.856678290038,439.952390210694,11.7069955146911,85.5384383271679,1317.10066288063,2.36294124910721,"transit",2014,"14/02/26","19 26 36","+44 41 17",691.04,1.171,1.157,0.194360463377307,5952,4.90753464856102,"Confirmed planets",0
"Kepler-111 c",0,0.879831057441635,0.66525,224.784608,-6.13190301570805,0.146375356462865,301.164104911446,121.033879395958,122.15765234829,53.8209874416572,932.454236499333,-0.0832314788941533,"transit",2014,"14/02/26","19 26 36","+44 41 17",691.04,1.171,1.157,0.026703194550307,5952,2.97015183467217,"Confirmed planets",0
"Kepler-1110 b",0,1.95807077477207,0.237,9.69312032,17.1824802183517,0.0604976956140246,82.0365104379486,78.9756293440982,118.021060661636,55.5847956428261,504.530164501197,0.695979181507213,"transit",2016,"16/05/10","19 27 14","+38 37 22",821.190058770362,0.73,0.7,-0.16,4781,7.0689807004472,"Confirmed planets",0
"Kepler-1111 b",0,-8.87922149872555,0.178,8.79617863,-2.67009465128124,0.319454284270489,-59.1227765065823,454.169400378367,-8.83759082924017,128.023266552606,365.336128228996,1.39711593937304,"transit",2016,"16/05/10","19 41 51","+45 48 46",899.560554903431,1.1,1.15,0.02,6077,-2.61481010733126,"Confirmed planets",0
"Kepler-1112 b",0,11.3816332818886,0.269,14.36267939,-12.090047742638,-0.0791160357780784,146.626390795219,270.037367882502,28.0805506142618,50.6766993656523,1354.65303012694,2.20776999327118,"transit",2016,"16/05/10","19 47 53","+47 45 05",1767.8991952463,1.34,1.54,0.04,6496,4.90128573156679,"Confirmed planets",0
"Kepler-1113 b",0,4.39514259140743,0.251,42.3004954,-6.10625000239483,0.352753069707603,74.3538041895233,216.476362287155,110.820913629488,59.1008280426738,986.215029017958,1.40093086794677,"transit",2016,"16/05/10","19 17 38","+39 20 20",348.276276236147,1.12,1.17,0.18,5931,4.77595924542082,"Confirmed planets",0
"Kepler-1114 b",0,-12.0841873666683,0.12,14.97435694,17.1830956810208,0.218531848006923,219.476919639612,111.492607392756,188.790563247919,46.9247840533176,737.36685424018,1.47800276402212,"transit",2016,"16/05/10","19 56 57","+45 50 05",373.699557306352,0.87,0.83,-0.08,5374,3.98174653597357,"Confirmed planets",0
"Kepler-1115 b",0,-1.04616639921961,0.152,23.5540725,22.3570148677966,0.452014875732483,62.4783268680039,351.033206680664,-165.719465957982,76.2728293618127,1216.41803172664,0.361090147755456,"transit",2016,"16/05/10","19 39 58","+40 08 40",2340.46040861125,1.6,1.73,-0.51,8480,-3.20479385898852,"Confirmed planets",0
"Kepler-1116 b",0,14.2126438170173,0.227,41.6977827,27.5307675282145,0.362622856586042,35.1505873748025,200.636263719868,154.273437998275,58.6112499028997,1204.77316283945,1.54580471968574,"transit",2016,"16/05/10","19 27 44","+44 06 56",964.45565771435,0.95,0.93,0.01,5641,0.930874994453457,"Confirmed planets",0
"Kepler-1117 b",0,-7.26651182669703,0.099,4.79028459,18.2820721473768,0.354513156180612,128.876809891648,148.354279024325,182.139964058997,73.697621097485,786.572184883524,2.05612073988762,"transit",2016,"16/05/10","19 28 20","+49 14 15",74.9286725466395,0.95,0.93,0.03,5612,2.71266342672843,"Confirmed planets",0
"Kepler-1118 b",0,-6.01804188776938,0.244,38.6715075,1.04215396118764,0.157806481296793,64.8133250927509,179.58925681545,84.8247183136127,63.6545649649169,282.838247617907,0.973036948915645,"transit",2016,"16/05/10","19 59 52","+44 09 39",1599.95390526688,0.96,0.97,0,5688,-0.261293900732806,"Confirmed planets",0
"Kepler-1119 b",0,7.12681131904623,0.171,8.3265153,-23.5336596184979,0.0485682996921102,216.753015904669,338.204971944659,53.5484767610586,75.4594460825682,840.29541904892,4.49794376186042,"transit",2016,"16/05/10","19 48 05","+44 19 39",1309.37108367951,1.11,1.17,0.03,6083,5.36862452006035,"Confirmed planets",0
"Kepler-112 b",0,-5.26506946943467,0.21507,8.408878,25.4232755165134,0.373325523894309,195.909041873581,119.168382358283,179.665357171874,55.70192606232,895.111449283659,2.26593425688445,"transit",2014,"14/02/26","19 47 55","+43 12 35",495.55,0.946,0.841,0.319617025760311,5544,12.5750218283791,"Confirmed planets",0
"Kepler-112 c",0,12.179374298672,0.21871,28.574263,-10.9913213692877,-0.00296517615665728,226.837715002504,244.76940140073,156.050389353872,82.6499137992882,1316.89432085461,0.880729308217156,"transit",2014,"14/02/26","19 47 55","+43 12 35",495.55,0.946,0.841,0.176309068856723,5544,9.63662975325552,"Confirmed planets",0
"Kepler-1120 b",0,-3.31696005171319,0.123,2.94902905,-3.87172162306281,0.0986624825401374,198.823412755396,101.74914642718,174.192687815382,88.2160965897053,594.732405581928,2.06042189969025,"transit",2016,"16/05/10","19 23 39","+42 17 12",-275.853036439855,0.78,0.74,-0.04,4904,11.2412414211224,"Confirmed planets",0
"Kepler-1121 b",0,1.91038033510285,0.17,13.15141081,12.41249871202,0.596905560199425,154.621556274404,301.535117399469,141.380900357568,114.380911477416,353.245334954595,-0.202719036738603,"transit",2016,"16/05/10","19 51 09","+47 53 10",844.633921317648,1.29,1.59,0.12,6231,-3.31918740659484,"Confirmed planets",0
"Kepler-1122 b",0,0.255556799962812,0.182,42.1917357,-16.1541361953108,0.00231480463763292,-111.991112290331,265.691360090704,-30.181886790648,72.2472775343912,-2.27562044598619,1.24000704432438,"transit",2016,"16/05/10","19 13 07","+46 20 27",1804.55944732588,0.92,0.89,-0.03,5544,3.07252617412419,"Confirmed planets",0
"Kepler-1123 b",0,4.01619942845141,0.149,4.33946454,-19.2901999708686,0.180026365996793,131.589969605234,241.30350816933,113.198381349755,76.9070536352103,531.729895942517,-0.328758072635705,"transit",2016,"16/05/10","19 38 04","+50 40 13",851.202049485827,0.93,0.9,0.05,5500,3.21887708342307,"Confirmed planets",0
"Kepler-1124 b",0,-1.56771165252419,0.114,2.85234897,7.27996385839142,0.214053452118087,-68.6057801620874,286.713468936618,8.41715671971268,95.7679715856814,76.1249431620718,2.22745466746869,"transit",2016,"16/05/10","19 06 23","+37 53 29",656.310927689351,0.35,0.34,-0.59,3658,2.60508135818849,"Confirmed planets",0
"Kepler-1125 b",0,-1.04902652146509,0.164,17.6700642,0.643404959983231,0.178597936956049,-36.7187637892505,132.166024389663,55.6136289922661,88.3262876517352,228.670259654386,0.555945873114354,"transit",2016,"16/05/10","19 41 55","+40 43 55",86.4428498831605,0.95,0.94,-0.09,5683,8.7660651493735,"Confirmed planets",0
"Kepler-1126 b",0,6.482494292344,0.154,108.593329,18.7484181756453,0.49129651519003,152.550641100211,165.083060540672,81.9718484436597,84.8811816240919,922.420013899171,0.832062294802238,"transit",2016,"16/05/10","19 02 46","+45 41 22",-151.679657663217,0.92,0.93,-0.26,5798,10.3752904728403,"Confirmed planets",0
"Kepler-1127 b",0,18.5936488649109,0.175,5.12330347,-17.1841118195495,-0.0927010357210181,277.361415303518,171.553447281081,99.7243514660587,98.3120204784198,974.262649509207,1.53006837040375,"transit",2016,"16/05/10","19 32 52","+42 43 15",1686.11646387661,0.97,0.95,0.04,5664,10.6211329074311,"Confirmed planets",0
"Kepler-1128 b",0,8.52867344378553,0.326,61.6178167,4.41967575534173,0.040186757738592,168.664871610076,270.320777625644,130.3026313242,94.8740513612378,1308.41446950523,1.70582104728999,"transit",2016,"16/05/10","19 32 15","+39 24 12",366.448191281697,0.94,0.91,0.04,5543,9.34949536693283,"Confirmed planets",0
"Kepler-1129 b",0,2.96490198921924,0.264,24.3397804,-12.8391660765504,0.160553152387048,124.788597584039,211.37633871241,81.9290012188782,52.3900125351975,505.296134604761,2.38946796646767,"transit",2016,"16/05/10","19 26 25","+41 18 34",295.167379427278,1,1,-0.04,5831,6.98988308479733,"Confirmed planets",0
"Kepler-1129 c",0,0.696538836678311,0.244,76.5369586,2.63523906768677,0.177210512332539,275.836467782879,249.988950944709,139.381616054244,113.753374618002,1696.04347495444,1.99616376344419,"transit",2016,"16/05/10","19 26 25","+41 18 34",820.509132669163,1,1,-0.04,5831,1.42742328588762,"Confirmed planets",0
"Kepler-113 b",0,0.036805,0.165857,4.754,-5.66775611073178,0.0563390499947907,151.013351195774,126.486155573546,179.078061141828,106.951724612887,607.448161256725,2.86453844855459,"transit",2014,"14/02/24","19 11 59","+50 56 39",255.9,0.75,0.69,0.05,4725,6.89,"Confirmed planets",0
"Kepler-113 c",0,0.192260598727903,0.198664,8.92507,-7.02027604664587,0.0142842550112486,-10.3618658699823,340.016114371787,85.5081781781567,64.5615265624269,374.448034315124,0.0167346755585147,"transit",2014,"14/02/24","19 11 59","+50 56 39",255.9,0.75,0.69,0.05,4725,6.89,"Confirmed planets",0
"Kepler-1130 b",0,0.673871474147072,0.071,5.45298175,23.0011351867307,0.446070633270444,210.291724490373,159.706133565037,246.916728322352,82.6545433488817,828.162567241352,2.31165694079757,"transit",2016,"16/05/10","19 00 50","+45 23 04",289.84463445566,0.9,0.81,-0.06,5403,-3.68911410768427,"Confirmed planets",0
"Kepler-1131 b",0,21.6848207184214,0.142,3.53232449,13.3319469944902,0.304552696651357,-93.0022287336364,381.585227669928,-10.8206488068825,68.8003851268266,974.869834687846,1.82596196321786,"transit",2016,"16/05/10","19 42 36","+49 15 41",1547.08223813361,1.03,1.04,0.05,5851,9.8678615719261,"Confirmed planets",0
"Kepler-1132 b",0,-3.3689396182015,0.21,62.8916228,-4.7712664173679,0.252494912159388,42.5861996251392,454.16456383923,-54.2343332378486,112.078845696531,812.958781523938,2.66961410450888,"transit",2016,"16/05/10","19 05 28","+48 25 26",1010.5092494802,0.87,0.83,-0.01,5298,10.9569954413049,"Confirmed planets",0
"Kepler-1133 b",0,-12.1976045269536,0.176,11.55562343,-15.9218002934945,-0.0171840035694666,130.393505663806,327.226558539697,-10.1792063578984,73.9934391845519,755.410649868763,0.326267715192894,"transit",2016,"16/05/10","19 33 17","+42 52 03",1770.26904362208,0.93,0.9,-0.02,5569,3.98164809760546,"Confirmed planets",0
"Kepler-1134 b",0,-1.90180295168551,0.236,17.13263989,-25.6160317519155,0.142630551353668,243.924365047683,217.465452502801,157.874320482242,101.26082931849,185.408088187971,2.65825193938526,"transit",2016,"16/05/10","19 42 16","+42 28 42",45.3303390979695,0.84,0.81,-0.1,5281,0.763982331703001,"Confirmed planets",0
"Kepler-1135 b",0,-12.7836256088745,0.165,76.957857,20.586666385068,0.418020545886433,-37.2902314501327,297.483300760991,45.3288554971518,105.182412095662,496.730725514128,1.34290681127009,"transit",2016,"16/05/10","19 04 01","+44 45 24",2133.39070784685,0.96,0.94,0.02,5656,-6.87132641033487,"Confirmed planets",0
"Kepler-1136 b",0,-4.35465384002176,0.146,2.36172433,24.7507162616951,0.337224595707504,176.342204769159,34.0986064876247,293.003379197663,86.1175038892649,209.899493270217,1.72436322629027,"transit",2016,"16/05/10","18 56 26","+44 14 45",-201.548205813236,0.72,0.68,0.03,4512,3.88359822752465,"Confirmed planets",0
"Kepler-1137 b",0,2.00746602379015,0.196,23.9210791,4.67894947685349,0.442543439351095,112.722169503056,253.098923289675,6.16471628678366,108.112377419988,731.095965061841,0.665582907247587,"transit",2016,"16/05/10","19 08 31","+48 39 55",726.828134352888,1.5,1.84,0.05,6807,7.50562725734148,"Confirmed planets",0
"Kepler-1138 b",0,6.69049039746515,0.152,3.17060005,25.6236817322717,0.298236600496505,160.188124845516,138.947562335741,178.038376855435,74.2955019938853,1059.65729880363,0.903111463033924,"transit",2016,"16/05/10","19 03 36","+48 18 26",375.433358791232,0.95,0.92,0.04,5582,9.89239748387245,"Confirmed planets",0
"Kepler-1139 b",0,-10.6595855927047,0.106,0.81316672,17.9314304527245,0.510338452925327,169.820599873562,125.143902189217,172.491291031183,87.6919350128827,224.906947680597,1.20408805679423,"transit",2016,"16/05/10","19 11 47","+39 13 50",-371.857626007995,0.94,0.91,0.05,5550,3.85606126923151,"Confirmed planets",0
"Kepler-114 b",0,-0.0158034703023007,0.11482,5.188549,-8.61466637312167,0.111212758192491,54.5018590451513,254.904397901085,88.9604953136704,94.1774397133672,514.267617674972,1.65325915491128,"transit",2014,"14/02/26","19 36 29","+48 20 58",267.07,0.709,0.667,-0.189154771255503,4605,4.11388409467822,"Confirmed planets",0
"Kepler-114 c",0,-1.17762956594805,0.1367,8.041348,-22.0490756563287,-0.0644341387154818,3.43046351802502,282.105472326147,-47.8170984991289,68.7003226490197,305.105709989568,1.17587357818969,"transit",2014,"14/02/26","19 36 29","+48 20 58",267.07,0.709,0.667,-0.393782065754164,4605,11.9276329029334,"Confirmed planets",0
"Kepler-114 d",0,0.736005875805962,0.22054,11.776134,-28.0638265894967,-0.160212256074252,252.10879521297,103.689855018116,196.304040941972,56.867125690505,430.14122615894,-0.615801102647939,"transit",2014,"14/02/26","19 36 29","+48 20 58",267.07,0.709,0.667,-0.112664796964054,4605,4.67588185626529,"Confirmed planets",0
"Kepler-1140 b",0,-5.3411895377208,0.247,24.0862707,5.86794761050174,0.189512912081194,19.7037971707412,177.929714481944,94.3899034614009,101.222315498114,314.957797623459,0.105219294406358,"transit",2016,"16/05/10","18 46 47","+46 56 47",307.836361142503,0.76,0.73,-0.08,4850,4.2493508966911,"Confirmed planets",0
"Kepler-1141 b",0,6.37835023341488,0.073,2.34451194,31.4763584509991,0.554396368302895,40.5370035345519,240.76236318416,85.1073572286024,97.5119448613748,954.29537074375,1.8301703433901,"transit",2016,"16/05/10","19 22 10","+47 43 33",1538.10239666426,1.01,1.07,0.04,5791,2.66006861544402,"Confirmed planets",0
"Kepler-1142 b",0,-11.2918274154248,0.131,18.3027248,-3.07799995044018,0.214884708813989,245.787772007224,161.893704675434,144.089769446702,79.3181529643165,247.920026998735,2.49716326625281,"transit",2016,"16/05/10","19 30 51","+44 04 56",1484.99717059336,0.97,0.96,0.02,5685,-1.47344262462959,"Confirmed planets",0
"Kepler-1143 b",0,-2.36302250905286,0.149,2.88890485,-5.16018412680563,0.230840007949301,133.739609466535,242.008044783148,122.416063166548,107.143687592176,312.244854787158,2.12764695093713,"transit",2016,"16/05/10","19 09 13","+39 17 23",708.557270185507,0.81,0.77,-0.06,5053,4.26755696965809,"Confirmed planets",0
"Kepler-1143 c",0,-5.45567485223608,0.321,210.630591,-6.62645153098423,0.630751127523794,85.503251239312,262.794600831421,-5.106220838879,91.8257620910852,9.80856987051584,0.815822744779453,"transit",2016,"16/05/10","19 09 13","+39 17 23",91.7778386951418,0.81,0.77,-0.06,5053,1.20100569092783,"Confirmed planets",1
"Kepler-1144 b",0,9.62669161745396,0.178,17.14647302,17.9047990986179,0.525347086839116,37.1634029867367,471.661780963326,-58.164529097752,138.433681723436,1115.45318357384,2.40544286738345,"transit",2016,"16/05/10","19 20 10","+47 15 29",2175.53370121072,0.98,0.96,-0.03,5753,4.03342446765861,"Confirmed planets",0
"Kepler-1145 b",0,-9.25613160368177,0.125,3.97076766,3.90341702987188,0.101199311126759,-24.5326366509176,296.513622955854,65.7339804546155,76.9841010660029,622.392077494423,1.90607855418572,"transit",2016,"16/05/10","19 41 14","+43 02 40",697.502802136468,0.79,0.75,-0.13,5064,0.173290275687474,"Confirmed planets",0
"Kepler-1146 b",0,4.89484781730252,0.11,2.3522658,-5.14403632439853,0.0711962479946539,221.062657306072,74.9919238136434,228.142191624176,80.8645356486668,918.145164449831,1.56340438136478,"transit",2016,"16/05/10","19 06 52","+47 25 32",-250.187869407274,0.74,0.7,-0.06,4692,8.1549704557484,"Confirmed planets",0
"Kepler-1147 b",0,-21.1150060054703,0.233,10.62784997,-38.8898979727575,0.0799057516462596,137.693230668266,140.110088411373,89.7732495133191,96.2367447967996,-73.5844158312929,2.63317558199453,"transit",2016,"16/05/10","19 30 11","+41 38 35",-259.379563170897,1.09,1.14,0.11,5941,2.88727068788106,"Confirmed planets",0
"Kepler-1148 b",0,-4.17777577870201,0.151,1.10446351,15.7038842617502,0.0867488517603772,52.7580639854149,98.2299478465904,165.107417466846,67.5958675430946,210.611219059777,1.32852622878764,"transit",2016,"16/05/10","19 23 49","+45 43 10",736.079056917853,0.81,0.77,-0.02,5054,4.06921599736446,"Confirmed planets",0
"Kepler-1149 b",0,-23.0498249140981,0.128,3.73089898,-15.6943603547733,-0.0481589901069466,86.3111156456616,205.520595730299,33.6263411641095,37.1478633450982,331.227009672582,0.987785894886779,"transit",2016,"16/05/10","19 36 45","+45 09 06",1528.53924301962,1.02,1.01,0.02,5833,1.37474077781691,"Confirmed planets",0
"Kepler-115 b",0,9.7871953507469,0.09933,2.403679,-8.54570359006198,0.0586042483987148,184.480381518528,225.942343516458,148.373485066982,99.6731926207151,1396.41899414687,0.309389943920434,"transit",2014,"14/02/26","19 50 50","+45 15 42",706.14,1.04,1.205,0.0928736758620683,5979,6.42264539417925,"Confirmed planets",0
"Kepler-115 c",0,-0.280526394547822,0.23694,8.990889,15.9143041949129,0.627998398278019,213.945418042638,156.060003907186,238.127764448535,85.4400115937049,655.851969187268,2.55825569303948,"transit",2014,"14/02/26","19 50 50","+45 15 42",706.14,1.04,1.205,0.170422157841082,5979,-3.82139193381205,"Confirmed planets",0
"Kepler-1150 b",0,-6.64998933049321,0.091,2.78786839,0.650103174447298,0.657976458820512,207.82952546148,160.831720823641,169.5290171975,94.2236375523211,-93.6873791363033,1.68639015794791,"transit",2016,"16/05/10","19 46 54","+49 31 58",712.300777086175,0.76,0.72,0.01,4754,-1.37950102396772,"Confirmed planets",0
